NTACode,income_score,car_score,bus_subway_score,reliability_score,ridership_score,index_score
MN0802,0.0,0.9187096774193548,0.9265,0.7372111980158454,0.7695966172042465,0.633543
MN0803,0.3612716104254276,0.935483870967742,,,,0.277415
MN0901,0.7351561876759319,0.9367741935483871,0.9655,0.8152992249100051,0.7541631803464176,0.837371
MN0902,0.87918105462295,0.9483870967741935,0.9744,0.8115773861160354,0.7899276673469675,0.884075
MN0903,0.8044149657538149,0.9483870967741935,0.9538,0.7711373192228158,0.7789371480363187,0.852999
MN1001,0.7178649982335579,0.927741935483871,0.9241,0.7734764551712219,0.7673066963905614,0.819317
MN1002,0.8425359271542047,0.8980645161290323,0.9537,0.7106701177139481,0.6386618497703305,0.81532
MN1101,0.938590493122272,0.944516129032258,0.9423,0.734103473239313,0.9378103180832218,0.909688
MN1102,0.9119770476483526,0.9109677419354839,,,,0.410188
MN1191,,1.0,1.0,0.6954244030972183,0.32205502061696506,0.568725
MN1201,0.7847561740002507,0.9187096774193548,0.9406,0.7988078183543095,0.6353121082319222,0.814935
MN1202,0.7672541511390703,0.9225806451612903,0.9296,0.7870255850737689,0.6997421101938243,0.820252
MN1203,0.7408572372844655,0.8929032258064517,,,,0.363795
MN1291,,,0.9333,0.7757174245322178,0.87824177819501,0.478666
MN1292,,,1.0,0.6679337486406766,0.4076647268276462,0.381723
MN6491,,,0.9242,0.7637563170337628,0.4257886455618339,0.384561
QN0101,0.5558708559836804,0.7677419354838709,0.625,,0.699554486709002,0.557427
QN0102,0.5291861830034075,0.7664516129032257,0.8182,0.6458076379568138,0.42495340290727734,0.631089
QN0103,0.6274630471697038,0.8929032258064517,,,,0.335446
QN0104,0.6621024080595348,0.8438709677419355,0.5,,0.699554486709002,0.574211
QN0105,0.70335168153897,0.8658064516129033,0.75,0.6458076379568138,0.42495340290727734,0.680861
QN0151,,,,,,0.0
QN0161,0.1177305207015624,,,,,0.029433
QN0171,,,,,,0.0
QN0191,,,,,,0.0
QN0201,0.1896703021185909,0.896774193548387,0.7179,0.4637531255725025,0.23260755356117682,0.486437
QN0202,0.6994341686895278,0.8232258064516129,0.9194,0.6081654365648931,0.2057811210046075,0.655765
QN0203,0.7346632933319658,0.784516129032258,1.0,0.229417972653307,0.35179353821714215,0.64534
QN0261,,,,,,0.0
QN0271,,,0.8571,0.6081654365648931,0.2057811210046075,0.303801
QN0301,0.7086595553124324,0.7806451612903226,1.0,,0.699554486709002,0.673205
QN0302,0.7244207779183334,0.6322580645161291,1.0,0.0,0.21161535788263913,0.54988
