route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
Q115,BPPA6-BP_A6-Weekday-01,44402205-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071963,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402206-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071800,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402207-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071799,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402208-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071928,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402209-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071931,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402210-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071816,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402211-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071799,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402212-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071927,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402213-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071929,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402214-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071932,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402215-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071824,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402216-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071820,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402217-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071929,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402218-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071824,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402219-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071820,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402220-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071929,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402221-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071932,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402222-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071947,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402223-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071845,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402224-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071848,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402225-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071943,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402226-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071932,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402227-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071839,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402228-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071925,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402229-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071947,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402230-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071845,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402231-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071949,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402232-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071890,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402233-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071823,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402234-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071943,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402235-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071932,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402236-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071945,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402237-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071925,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402238-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071982,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402239-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071946,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402240-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071890,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402241-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071845,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402242-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071944,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402243-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071943,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402244-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071947,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402245-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071970,Q1150027
Q115,BPPA6-BP_A6-Weekday-01,44402246-BPPA6-BP_A6-Weekday-01,"SPRINGFIELD GARDENS via BREWER BL",1,8071945,Q1150027
